PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
066R4_01,RXVyb3Bh,False^,E/46/S,IGPEEXHI-1t,136.0,False,0.0,0.0,0.0,4507.0,5689.0,Jabba Cylistrand527,False
066T5_01,,Falseg,F/141/P,IGPEEXHI-1t,128.0,False,,0.0,7104.0,0.0,0.0,Cineys Winie424,True
06O65_02,TWFycw==,FalseZ,F/141/P,IGPEEXHI-1t,115.0,False,1264.0,0.0,2.0,23.0,0.0,Lix Winie696,False
06Z68_01,RWFydGg=,Falsee,F/142/P,IGPEEXHI-1t,145.0,False,0.0,25.0,87.0,989.0,482.0,Rician Torrez308,False
066U9_01,RWFydGg=,Falseh,F/143/P,IGPEEXHI-1t,126.0,False,0.0,530.0,2.0,9.0,403.0,Elanie Hardson605,False
0G671_01,RWFydGg=,Trued,G/102/P,EHD Y318.5-22,146.0,False,0.0,0.0,0.0,0.0,0.0,Veroy Santry127,True
0E672_01,RWFydGg=,False#,G/103/P,IGPEEXHI-1t,125.0,False,1.0,0.0,38.0,7.0,740.0,Josey Carreralend376,False
0I674_01,RWFydGg=,Truea,G/101/S,EHD Y318.5-22,146.0,False,0.0,0.0,0.0,0.0,0.0,Grette Dillips377,False
067F7_01,RWFydGg=,True%,G/102/S,IGPEEXHI-1t,115.0,False,0.0,0.0,0.0,0.0,0.0,Lorian Josey562,False
06D78_01,RWFydGg=,Trued,G/103/S,IGPEEXHI-1t,137.0,False,0.0,0.0,0.0,0.0,0.0,Bettie Moodman251,False
06U79_01,RWFydGg=,Falseb,G/104/S,IGPEEXHI-1t,120.0,,,215.0,0.0,541.0,0.0,Vana Nichoan500,False
0S680_01,RWFydGg=,True#,G/105/P,EHD Y318.5-22,145.0,False,0.0,0.0,0.0,0.0,0.0,Garyan Garnes245,False
06H80_02,RWFydGg=,Trued,G/105/P,IGPEEXHI-1t,107.0,False,0.0,0.0,0.0,0.0,0.0,Annard Garnes838,False
068W0_03,RWFydGg=,True@,G/105/P,IGPEEXHI-1t,105.0,,0.0,0.0,0.0,0.0,0.0,Joandy Camerrison906,False
068A2_01,TWFycw==,Truef,F/121/S,IGPEEXHI-1t,138.0,False,0.0,0.0,0.0,0.0,0.0,Grany Cla905,True
06B83_01,TWFycw==,Falsef,F/144/P,IGPEEXHI-1t,130.0,False,269.0,96.0,252.0,0.0,0.0,Wheals Parté332,False
06Z84_01,TWFycw==,Falsef,F/145/P,IGPEEXHI-1t,,False,0.0,0.0,0.0,0.0,0.0,Sug Conie535,True
06D84_02,TWFycw==,False%,F/145/P,IGPEEXHI-1t,100.0,False,0.0,0.0,0.0,0.0,0.0,Trohs Conie23,True
068M4_03,TWFycw==,Truei,F/145/P,IGPEEXHI-1t,120.0,False,0.0,0.0,0.0,0.0,0.0,Jack Conie864,True
06E85_01,RWFydGg=,False!,E/41/P,IGPEEXHI-1t,141.0,False,1.0,922.0,4.0,55.0,15.0,Arl Lerez317,False
068I6_01,TWFycw==,True$,F/146/P,IGPEEXHI-1t,118.0,False,0.0,0.0,0.0,0.0,0.0,Permit Bert29,True
0S686_02,TWFycw==,Falsej,D/30/P,IGPEEXHI-1t,129.0,True,3887.0,0.0,,12.0,0.0,Cheat Bert785,False
0K687_01,TWFycw==,Falsea,D/23/S,IGPEEXHI-1t,119.0,False,3097.0,0.0,9.0,0.0,213.0,Lix Concy403,False
068R8_01,TWFycw==,Falsea,E/48/S,IGPEEXHI-1t,134.0,False,1973.0,0.0,97.0,41.0,3.0,Goos Erpie650,False
068Z9_01,RXVyb3Bh,True%,B/25/S,IGPEEXHI-1t,136.0,False,0.0,0.0,0.0,0.0,0.0,Chard Motive200,True
069Z0_01,TWFycw==,Trueh,F/122/S,IGPEEXHI-1t,154.0,False,0.0,0.0,0.0,0.0,0.0,Yapich Start777,True
069V1_01,TWFycw==,Falsea,E/49/S,IGPEEXHI-1t,119.0,False,164.0,0.0,783.0,0.0,0.0,Bubbix Potte127,False
0X691_02,TWFycw==,Falsee,F/123/S,IGPEEXHI-1t,121.0,False,505.0,0.0,1952.0,0.0,0.0,Fis Potte898,False
0O691_03,TWFycw==,Truec,E/49/S,IGPEEXHI-1t,123.0,False,0.0,0.0,0.0,0.0,0.0,Moss Potte695,True
069U3_01,RXVyb3Bh,Truef,,55 Rpcrgx t,135.0,False,0.0,0.0,0.0,,0.0,Mothab Dedometeel702,True
06U93_02,RXVyb3Bh,False@,C/27/S,IGPEEXHI-1t,134.0,False,0.0,3488.0,0.0,4343.0,38.0,Tetraix Dedometeel633,False
06R96_01,RWFydGg=,FalseZ,G/107/S,IGPEEXHI-1t,122.0,False,0.0,581.0,226.0,74.0,0.0,Stany Haydenzier427,True
069U7_01,RWFydGg=,Falsea,F/147/P,55 Rpcrgx t,124.0,False,21.0,0.0,689.0,12.0,0.0,Dixiel Buchansen775,True
0D699_01,TWFycw==,Truej,F/126/S,,118.0,False,0.0,0.0,0.0,0.0,0.0,Roswal Sha378,True
069P9_02,TWFycw==,FalseZ,D/24/S,55 Rpcrgx t,124.0,False,2698.0,0.0,301.0,8.0,5.0,Flyros Rhuba67,False
070L1_01,RXVyb3Bh,Trueb,D/25/S,IGPEEXHI-1t,133.0,False,0.0,0.0,0.0,0.0,0.0,Menkibi Voliat388,True
0F702_01,RWFydGg=,False@,F/127/S,IGPEEXHI-1t,124.0,False,121.0,237.0,4.0,387.0,54.0,Briane Sellahaney851,False
070S3_01,RWFydGg=,True#,G/108/S,IGPEEXHI-1t,118.0,False,0.0,0.0,0.0,0.0,0.0,Brank Estein286,True
0C704_01,RWFydGg=,Trueg,G/107/P,IGPEEXHI-1t,119.0,False,0.0,0.0,0.0,0.0,0.0,Adanne Wartyson165,True
070L5_01,RWFydGg=,Falseb,F/149/P,55 Rpcrgx t,143.0,False,0.0,0.0,722.0,0.0,0.0,Denny Mccarveymon722,True
0N707_01,RWFydGg=,Trued,G/109/S,IGPEEXHI-1t,144.0,False,0.0,0.0,,0.0,0.0,Jorgie Haydenzier444,True
070O9_01,RXVyb3Bh,False%,A/7/S,55 Rpcrgx t,125.0,False,0.0,4949.0,0.0,452.0,15.0,Astorux Missefle899,True
07P09_02,RXVyb3Bh,Truei,A/7/S,55 Rpcrgx t,125.0,,0.0,,0.0,0.0,0.0,Thaban Missefle957,True
0P709_03,RXVyb3Bh,TrueZ,,55 Rpcrgx t,123.0,False,0.0,0.0,,0.0,0.0,Props Missefle45,True
071O0_01,TWFycw==,Falsee,E/42/P,IGPEEXHI-1t,123.0,False,1695.0,0.0,0.0,31.0,349.0,Nute Coflé325,False
0K712_01,TWFycw==,nan!,F/150/P,IGPEEXHI-1t,120.0,False,457.0,0.0,170.0,1132.0,0.0,Pik Apeau914,False
07M12_02,TWFycw==,nani,F/150/P,IGPEEXHI-1t,102.0,False,0.0,0.0,0.0,0.0,0.0,Crans Apeau718,True
0G713_01,RWFydGg=,Falsee,E/50/S,IGPEEXHI-1t,126.0,False,1577.0,2.0,0.0,30.0,0.0,Vivia Stantiagord101,False
07I14_01,RWFydGg=,Trueh,G/109/P,EHD Y318.5-22,138.0,False,0.0,0.0,0.0,0.0,0.0,Erie Rilley647,True
071A4_02,RWFydGg=,Falsei,G/109/P,IGPEEXHI-1t,101.0,False,0.0,0.0,0.0,0.0,0.0,Claine Rilley864,False
0N714_03,RWFydGg=,False^,G/109/P,,112.0,False,0.0,0.0,,0.0,0.0,Sony Rilley128,True
07M14_04,RWFydGg=,Truec,G/109/P,EHD Y318.5-22,102.0,False,0.0,0.0,0.0,0.0,0.0,Charry Rilley118,False
07C14_05,RWFydGg=,True^,G/109/P,EHD Y318.5-22,125.0,False,0.0,0.0,0.0,0.0,0.0,Jeanny Rilley414,False
0J714_06,RWFydGg=,Trueh,G/109/P,55 Rpcrgx t,101.0,False,0.0,0.0,0.0,0.0,0.0,Man Rilley218,True
07K14_07,RWFydGg=,Trueh,G/109/P,55 Rpcrgx t,100.0,False,0.0,0.0,0.0,0.0,0.0,Brene Rilley707,True
071S5_01,RXVyb3Bh,nanf,,55 Rpcrgx t,154.0,False,0.0,0.0,0.0,0.0,0.0,Izarfik Unconary625,True
071W8_01,RWFydGg=,Falsei,E/43/P,IGPEEXHI-1t,121.0,False,521.0,0.0,4.0,261.0,1.0,Alendy Mondsey506,False
07M19_01,TWFycw==,False#,E/44/P,IGPEEXHI-1t,119.0,False,0.0,0.0,0.0,0.0,0.0,Naros Reate515,False
0M724_01,RWFydGg=,False@,F/132/S,EHD Y318.5-22,124.0,False,0.0,23.0,0.0,184.0,2566.0,Mela Bensley138,False
07S26_01,RWFydGg=,True#,G/111/P,IGPEEXHI-1t,120.0,False,0.0,0.0,0.0,0.0,0.0,Verly Fitzgerson402,False
0X727_01,RWFydGg=,Falseg,F/133/S,IGPEEXHI-1t,123.0,False,139.0,0.0,1.0,152.0,354.0,Branda Potthews844,True
0P728_01,RWFydGg=,FalseZ,F/134/S,55 Rpcrgx t,129.0,False,0.0,0.0,2.0,786.0,594.0,Johna Currisones577,True
072U9_01,RWFydGg=,Falsec,E/53/S,IGPEEXHI-1t,114.0,False,7.0,781.0,0.0,0.0,0.0,Briam Lewinton878,True
07F32_01,RWFydGg=,False^,,IGPEEXHI-1t,119.0,False,0.0,714.0,2.0,0.0,0.0,Jilla Bairdford701,False
07A33_01,RWFydGg=,Falseh,F/153/P,55 Rpcrgx t,123.0,False,0.0,38.0,88.0,4.0,561.0,Lulah Hamberterry557,False
07U34_01,RWFydGg=,False$,F/154/P,IGPEEXHI-1t,162.0,False,712.0,2.0,322.0,0.0,517.0,Elinda Ewiseston690,False
07R36_01,RWFydGg=,False%,F/156/P,IGPEEXHI-1t,123.0,False,0.0,0.0,484.0,188.0,0.0,Lerion Mcbritts275,False
0K737_01,RXVyb3Bh,Falsej,C/28/S,55 Rpcrgx t,165.0,False,0.0,835.0,0.0,38.0,,Charmus Inghtal554,False
07S38_01,TWFycw==,nanb,F/157/P,IGPEEXHI-1t,147.0,False,0.0,0.0,0.0,0.0,0.0,Ran Pread914,True
0J740_01,RXVyb3Bh,FalseZ,C/24/P,55 Rpcrgx t,167.0,False,76.0,16.0,0.0,2247.0,1166.0,Dyonevi Sageng68,False
07A40_02,RXVyb3Bh,Trueb,C/24/P,55 Rpcrgx t,114.0,False,0.0,0.0,0.0,0.0,0.0,Zaurah Sageng502,True
07T40_03,RXVyb3Bh,Falseg,C/24/P,IGPEEXHI-1t,141.0,False,3594.0,3425.0,0.0,0.0,58.0,Thab Sageng198,False
074D3_01,RWFydGg=,Trued,G/111/S,IGPEEXHI-1t,114.0,False,0.0,0.0,0.0,0.0,0.0,Loree Brighttt339,True
0K746_01,RWFydGg=,Trueg,G/112/S,IGPEEXHI-1t,119.0,False,0.0,0.0,0.0,0.0,0.0,Milyla Waltonnedy183,False
07H50_01,RWFydGg=,Falsee,F/140/S,55 Rpcrgx t,122.0,False,15.0,142.0,0.0,41.0,493.0,Tiney Kramosley544,False
0H753_01,RXVyb3Bh,Truei,A/4/P,,134.0,False,0.0,0.0,0.0,0.0,0.0,Mesarix Ennalve534,True
075X3_02,RXVyb3Bh,False!,A/4/P,55 Rpcrgx t,165.0,False,19.0,1344.0,4.0,3190.0,8.0,,False
07F53_03,RXVyb3Bh,Truei,,55 Rpcrgx t,142.0,False,0.0,0.0,0.0,0.0,0.0,Matan Ennalve159,True
075K4_01,RXVyb3Bh,Trued,D/31/P,55 Rpcrgx t,122.0,False,0.0,0.0,0.0,0.0,,Atikard Fusimodent273,True
0P756_01,RXVyb3Bh,True#,B/27/S,55 Rpcrgx t,154.0,False,0.0,0.0,0.0,0.0,0.0,Ashelik Ainserfle778,True
0U756_02,RXVyb3Bh,False@,B/27/S,IGPEEXHI-1t,134.0,False,47.0,287.0,0.0,4302.0,0.0,Ranon Geraing358,False
07G56_03,RXVyb3Bh,Trueb,B/27/S,IGPEEXHI-1t,127.0,False,0.0,0.0,,0.0,0.0,Hadalm Ainserfle604,True
0I757_01,TWFycw==,False@,D/33/P,55 Rpcrgx t,167.0,False,1.0,0.0,5.0,1022.0,151.0,Mins Traie359,False
07R61_01,RXVyb3Bh,Falsec,C/26/P,,133.0,False,0.0,3879.0,0.0,48.0,67.0,Izarki Fliblerolt5,True
07S62_01,RWFydGg=,Trued,G/114/S,EHD Y318.5-22,130.0,False,0.0,0.0,0.0,0.0,0.0,Elody Hubbarrison896,False
0X764_01,RWFydGg=,nani,G/115/S,IGPEEXHI-1t,122.0,False,0.0,0.0,0.0,0.0,0.0,Danna Toddleton593,False
076A5_01,TWFycw==,Falsee,F/142/S,EHD Y318.5-22,135.0,False,1248.0,0.0,55.0,12.0,0.0,Frus Burle32,True
07F65_02,TWFycw==,False^,F/142/S,IGPEEXHI-1t,123.0,False,755.0,0.0,121.0,,0.0,Ponts Burle691,False
076L7_01,RWFydGg=,False$,G/116/S,IGPEEXHI-1t,149.0,False,0.0,6.0,679.0,15.0,187.0,Francy Meltonway282,False
076Y8_01,RXVyb3Bh,False^,B/32/P,55 Rpcrgx t,136.0,False,29.0,12180.0,0.0,93.0,17306.0,Maiam Oilloody713,False
0S768_02,RXVyb3Bh,True%,B/32/P,IGPEEXHI-1t,131.0,False,0.0,0.0,0.0,,0.0,Arix Oilloody380,True
07C69_01,RXVyb3Bh,TrueZ,B/28/S,55 Rpcrgx t,154.0,False,0.0,0.0,0.0,0.0,0.0,Astrah Reeddommy165,True
0F770_01,RWFydGg=,Trued,G/117/S,IGPEEXHI-1t,100.0,False,0.0,0.0,0.0,0.0,0.0,Alendy Mclardson466,False
077U0_02,RWFydGg=,Falseb,G/117/S,IGPEEXHI-1t,,False,0.0,715.0,0.0,170.0,0.0,Sanney Mclardson759,False
077R0_03,RWFydGg=,nan@,G/117/S,IGPEEXHI-1t,154.0,False,0.0,0.0,0.0,0.0,0.0,Hughy Mclardson402,False
077A0_04,RWFydGg=,Truea,G/117/S,EHD Y318.5-22,110.0,False,0.0,0.0,0.0,0.0,0.0,Kimmy Mclardson227,False
0H770_05,RWFydGg=,FalseZ,G/117/S,55 Rpcrgx t,100.0,False,0.0,0.0,0.0,0.0,0.0,Harlen Mclardson564,True
077M0_06,RWFydGg=,Truee,G/117/S,EHD Y318.5-22,107.0,False,0.0,0.0,0.0,0.0,0.0,,True
0L771_01,RWFydGg=,True$,G/112/P,IGPEEXHI-1t,125.0,False,0.0,0.0,0.0,0.0,0.0,Troyra Steeletters801,False
077S2_01,RXVyb3Bh,False^,E/56/S,55 Rpcrgx t,137.0,False,0.0,16.0,325.0,4476.0,1359.0,Minoton Hednigic709,False
07K72_02,RXVyb3Bh,Truei,E/56/S,55 Rpcrgx t,115.0,False,0.0,0.0,0.0,0.0,0.0,Halleth Plegred997,True
0Z772_03,,True$,E/56/S,IGPEEXHI-1t,126.0,False,0.0,0.0,0.0,0.0,0.0,Weia Hednigic873,True
077O2_04,RXVyb3Bh,Falsed,E/56/S,55 Rpcrgx t,107.0,False,0.0,0.0,0.0,0.0,0.0,Arrain Hednigic90,True
07J73_01,RWFydGg=,Falsed,F/143/S,IGPEEXHI-1t,130.0,False,558.0,4.0,0.0,175.0,0.0,Gwendy Beston506,False
0Z776_01,RWFydGg=,False$,F/161/P,IGPEEXHI-1t,119.0,False,0.0,2.0,1399.0,0.0,18.0,Breney Roycentes771,True
0V777_01,RXVyb3Bh,Falseb,A/5/P,IGPEEXHI-1t,130.0,False,0.0,3004.0,0.0,1018.0,0.0,Wasalm Plattering433,False
077I9_01,RWFydGg=,Falseb,F/162/P,,121.0,False,562.0,2.0,0.0,0.0,11.0,Holey Rodger281,False
07W81_01,RWFydGg=,Falsec,G/118/S,EHD Y318.5-22,121.0,False,14.0,33.0,0.0,3.0,467.0,Diandy Valexandez413,False
0K782_01,TWFycw==,Truef,F/163/P,IGPEEXHI-1t,159.0,False,0.0,0.0,0.0,0.0,0.0,Clus Walé777,True
07K84_01,RXVyb3Bh,Trueh,C/33/S,55 Rpcrgx t,128.0,False,0.0,0.0,0.0,0.0,0.0,Grafirk Aiming438,True
0H785_01,RWFydGg=,FalseZ,F/165/P,IGPEEXHI-1t,132.0,False,713.0,0.0,2.0,0.0,1.0,Francy Hughriend993,False
078Y6_01,RWFydGg=,Truea,G/113/P,IGPEEXHI-1t,119.0,False,0.0,0.0,0.0,0.0,0.0,Robyny Hartz789,True
07D87_01,RWFydGg=,True^,G/114/P,IGPEEXHI-1t,107.0,False,0.0,0.0,0.0,0.0,,Ritany Quinnerry466,False
0N788_01,RWFydGg=,Falsej,F/166/P,55 Rpcrgx t,116.0,False,797.0,0.0,0.0,0.0,0.0,,False
0O789_01,RXVyb3Bh,Falsec,A/8/S,IGPEEXHI-1t,131.0,True,0.0,166.0,4.0,2177.0,342.0,Mesath Imprank774,False
07D89_02,RXVyb3Bh,Falseg,A/8/S,IGPEEXHI-1t,130.0,False,0.0,142.0,870.0,89.0,3497.0,Auvan Frolestty707,False
078M9_03,RXVyb3Bh,Trueb,A/8/S,IGPEEXHI-1t,126.0,False,0.0,0.0,0.0,0.0,0.0,Zaninon Frolestty751,True
079H0_01,RWFydGg=,True$,G/119/S,EHD Y318.5-22,120.0,False,0.0,0.0,,0.0,0.0,Fanne Pottmanley50,True
0Q791_01,RWFydGg=,Truej,G/115/P,EHD Y318.5-22,124.0,False,0.0,0.0,0.0,0.0,0.0,Neila Mcfarmerson556,False
079N3_01,RWFydGg=,Falsef,G/117/P,EHD Y318.5-22,139.0,False,0.0,0.0,0.0,7.0,766.0,Millie Powenoble681,False
07F94_01,TWFycw==,nang,F/144/S,55 Rpcrgx t,119.0,False,0.0,0.0,0.0,0.0,0.0,Nakes Dutte901,True
07W94_02,TWFycw==,True^,F/144/S,55 Rpcrgx t,127.0,False,0.0,0.0,0.0,0.0,0.0,Squars Dutte807,True
079A5_01,RWFydGg=,Falsei,F/145/S,IGPEEXHI-1t,134.0,False,0.0,0.0,0.0,874.0,0.0,Pristy Klindsey347,False
07J96_01,RXVyb3Bh,True^,D/28/S,55 Rpcrgx t,128.0,False,0.0,0.0,0.0,0.0,0.0,Alatrix Unfile994,True
079T7_01,RWFydGg=,False^,F/146/S,IGPEEXHI-1t,129.0,False,0.0,0.0,0.0,0.0,645.0,Hery Noelan101,False
079R8_01,TWFycw==,Truee,F/147/S,EHD Y318.5-22,138.0,False,0.0,0.0,0.0,0.0,0.0,Ecco Gelle55,True
0A799_01,RXVyb3Bh,False!,A/6/P,55 Rpcrgx t,,False,0.0,3462.0,5.0,1590.0,4.0,Genibah Presstic103,False
08J02_01,TWFycw==,Trueg,F/148/S,IGPEEXHI-1t,101.0,False,0.0,0.0,0.0,0.0,0.0,Plat Pimne904,True
080W5_01,RXVyb3Bh,Falsef,C/29/P,55 Rpcrgx t,136.0,True,0.0,13248.0,100.0,1953.0,1.0,Glueba Chuble85,True
0I806_01,RWFydGg=,Falsec,F/149/S,IGPEEXHI-1t,131.0,False,183.0,0.0,32.0,0.0,1171.0,Deaney Nieldson972,False
080G6_02,RWFydGg=,Falsea,G/120/S,IGPEEXHI-1t,101.0,False,0.0,0.0,0.0,0.0,0.0,Bonyam Nieldson344,True
080Y8_01,RWFydGg=,Falseb,E/57/S,IGPEEXHI-1t,131.0,False,159.0,110.0,701.0,0.0,10.0,Benew Ramoran587,False
0S809_01,TWFycw==,Falsed,F/151/S,IGPEEXHI-1t,110.0,False,0.0,0.0,0.0,0.0,,Oaters Meake154,True
08P09_02,TWFycw==,Falsef,F/151/S,IGPEEXHI-1t,,False,1227.0,42.0,1.0,0.0,0.0,Crin Meake272,False
080H9_03,TWFycw==,Falsed,F/151/S,IGPEEXHI-1t,142.0,False,836.0,0.0,51.0,304.0,0.0,Smal Meake860,False
0S809_04,TWFycw==,False%,F/151/S,IGPEEXHI-1t,100.0,False,0.0,0.0,0.0,0.0,0.0,Wales Meake367,True
081H1_01,TWFycw==,Falseb,F/152/S,EHD Y318.5-22,141.0,False,1209.0,0.0,0.0,0.0,833.0,Ranutz Knik665,False
08N11_02,TWFycw==,TrueZ,F/152/S,IGPEEXHI-1t,100.0,False,0.0,0.0,0.0,0.0,0.0,Pan Nutte554,True
081Y1_03,TWFycw==,False$,F/152/S,IGPEEXHI-1t,100.0,False,0.0,0.0,0.0,0.0,0.0,Phams Nutte436,True
081V3_01,TWFycw==,Trueg,F/169/P,IGPEEXHI-1t,159.0,False,0.0,0.0,0.0,0.0,0.0,Frouse Katte720,True
081X5_01,RWFydGg=,Falsei,E/59/S,IGPEEXHI-1t,113.0,False,2.0,1.0,30.0,,0.0,Wenise Meyersones390,False
08S16_01,RXVyb3Bh,Falsed,E/60/S,55 Rpcrgx t,124.0,False,0.0,284.0,0.0,4614.0,438.0,Giedir Asoppor521,False
081Q7_01,RWFydGg=,TrueZ,G/119/P,IGPEEXHI-1t,120.0,False,0.0,0.0,0.0,0.0,0.0,Carona Baxters45,False
081L8_01,RXVyb3Bh,Falsed,B/29/S,IGPEEXHI-1t,171.0,True,0.0,0.0,0.0,0.0,0.0,Ksorab Couseced570,True
0R819_01,RWFydGg=,True^,G/121/S,EHD Y318.5-22,123.0,,0.0,0.0,0.0,0.0,0.0,Patsya Gainney439,True
0G820_01,RWFydGg=,Falseb,F/154/S,55 Rpcrgx t,115.0,False,0.0,59.0,714.0,0.0,3.0,Hanry Strongers910,True
082G0_02,RWFydGg=,Falsei,G/122/S,IGPEEXHI-1t,118.0,False,751.0,0.0,0.0,0.0,0.0,Sus Strongers487,False
082I2_01,RWFydGg=,Falseg,F/156/S,IGPEEXHI-1t,119.0,False,0.0,561.0,10.0,0.0,161.0,Scotte Sweeton739,True
08I23_01,RWFydGg=,Trued,G/123/S,55 Rpcrgx t,104.0,False,0.0,0.0,0.0,0.0,0.0,Chadie Carrishley364,True
0N823_02,RWFydGg=,Falsef,,55 Rpcrgx t,142.0,False,0.0,0.0,739.0,0.0,0.0,Wenten Carrishley44,True
08U24_01,TWFycw==,False!,F/158/S,IGPEEXHI-1t,151.0,False,815.0,0.0,343.0,55.0,0.0,Teda Chpie509,False
08I25_01,RWFydGg=,True$,G/120/P,IGPEEXHI-1t,113.0,False,0.0,0.0,0.0,0.0,0.0,Alendy Wardendez151,True
08Y26_01,RWFydGg=,FalseZ,,IGPEEXHI-1t,127.0,False,174.0,653.0,0.0,0.0,0.0,Danna Hoopez995,True
082I8_01,RWFydGg=,Falsed,F/159/S,IGPEEXHI-1t,142.0,False,786.0,0.0,22.0,59.0,0.0,Juliey Santry407,False
082W8_02,RWFydGg=,FalseZ,F/159/S,IGPEEXHI-1t,141.0,False,324.0,2.0,,7.0,26.0,Rosey Santry27,True
082L9_01,RWFydGg=,Falsei,F/170/P,EHD Y318.5-22,121.0,False,15.0,0.0,2695.0,2.0,0.0,Myrace Carverson659,True
0I830_01,RWFydGg=,Falseh,F/171/P,IGPEEXHI-1t,131.0,False,14.0,5.0,0.0,795.0,0.0,Eilan Hinesh749,True
083R3_01,RXVyb3Bh,Truej,,55 Rpcrgx t,136.0,False,0.0,0.0,0.0,0.0,0.0,Tarmus Poicaptic764,True
083M4_01,RWFydGg=,Falsef,F/173/P,IGPEEXHI-1t,131.0,False,0.0,0.0,0.0,838.0,27.0,Garry Pacerty668,False
08M35_01,RWFydGg=,Falsec,G/124/S,55 Rpcrgx t,114.0,False,77.0,0.0,9.0,424.0,166.0,Briane Frazie478,False
0J836_01,TWFycw==,Falsea,F/160/S,EHD Y318.5-22,132.0,True,494.0,701.0,71.0,0.0,0.0,Set Butte255,False
083E9_01,RXVyb3Bh,FalseZ,B/30/S,IGPEEXHI-1t,132.0,False,0.0,179.0,0.0,0.0,5152.0,Grumak Pokerheed138,False
084E0_01,RWFydGg=,nana,G/123/P,IGPEEXHI-1t,127.0,False,663.0,1111.0,0.0,0.0,2.0,Ebonyd Braymon836,False
084U5_01,RXVyb3Bh,Falseb,B/31/S,55 Rpcrgx t,157.0,False,2651.0,2956.0,0.0,266.0,1300.0,Achbah Fueling564,False
0H846_01,RWFydGg=,Trueg,G/125/S,IGPEEXHI-1t,113.0,False,0.0,0.0,0.0,0.0,0.0,Tera Simstravery631,False
0O848_01,TWFycw==,Trued,F/175/P,IGPEEXHI-1t,130.0,False,0.0,0.0,0.0,0.0,0.0,Sts Raca569,True
08P48_02,TWFycw==,Truea,F/175/P,IGPEEXHI-1t,114.0,False,0.0,0.0,0.0,0.0,0.0,Monam Raca394,True
0U849_01,RXVyb3Bh,Falsee,B/32/S,IGPEEXHI-1t,127.0,False,0.0,0.0,0.0,0.0,0.0,Cellum Oidederval548,True
084N9_02,RXVyb3Bh,Truei,B/32/S,55 Rpcrgx t,132.0,False,0.0,0.0,0.0,0.0,0.0,Tareson Oidederval294,True
0T850_01,TWFycw==,Trueh,E/62/S,IGPEEXHI-1t,154.0,False,0.0,0.0,0.0,0.0,0.0,Koops Nan923,True
0J851_01,RWFydGg=,Falsed,F/176/P,55 Rpcrgx t,123.0,False,217.0,378.0,19.0,1.0,12.0,Iandy Sarios920,False
085R3_01,,True$,A/9/S,55 Rpcrgx t,138.0,False,0.0,0.0,0.0,0.0,0.0,Hamelik Ageurante344,True
085X9_01,RWFydGg=,Trueb,G/127/S,IGPEEXHI-1t,132.0,False,0.0,0.0,0.0,0.0,0.0,Eleaha Lambles981,True
08Z60_01,RWFydGg=,Falsea,E/48/P,IGPEEXHI-1t,124.0,False,34.0,7.0,320.0,0.0,427.0,,False
08G63_01,RWFydGg=,Trueb,G/129/S,IGPEEXHI-1t,136.0,False,0.0,0.0,0.0,0.0,0.0,Jone Walkerez557,False
0A863_02,RWFydGg=,Falsef,G/129/S,IGPEEXHI-1t,111.0,False,0.0,0.0,0.0,0.0,0.0,Lynez Walkerez449,False
086T3_03,RWFydGg=,True#,G/129/S,IGPEEXHI-1t,106.0,False,0.0,0.0,0.0,0.0,0.0,Rald Walkerez89,False
086Z5_01,RXVyb3Bh,Truea,B/35/S,55 Rpcrgx t,136.0,False,0.0,,0.0,0.0,0.0,,True
086R5_02,RXVyb3Bh,True@,B/35/S,55 Rpcrgx t,122.0,False,0.0,0.0,0.0,0.0,0.0,Neutria Sandul846,True
086F7_01,RWFydGg=,Falsea,F/163/S,IGPEEXHI-1t,,False,2.0,850.0,18.0,2.0,0.0,Ernice Stephendsey306,False
086B8_01,RWFydGg=,True^,G/130/S,IGPEEXHI-1t,137.0,False,0.0,0.0,0.0,0.0,0.0,Ianya Peckers951,True
086R9_01,RWFydGg=,Falsea,F/164/S,IGPEEXHI-1t,155.0,False,280.0,0.0,444.0,0.0,0.0,Hilley Sweene60,False
0F870_01,RWFydGg=,Falsea,G/126/P,EHD Y318.5-22,,False,112.0,473.0,0.0,92.0,0.0,Dessie Maynardner327,False
08F71_01,RXVyb3Bh,Falsed,A/10/S,IGPEEXHI-1t,120.0,False,2.0,4754.0,0.0,246.0,31.0,Polar Geneltic577,True
087V3_01,RWFydGg=,Falseh,F/180/P,IGPEEXHI-1t,116.0,False,,0.0,32.0,2529.0,92.0,Garyan Franton575,False
08H74_01,RWFydGg=,Falsei,F/165/S,IGPEEXHI-1t,119.0,False,0.0,162.0,540.0,0.0,0.0,Breney Briggston962,False
08C75_01,RWFydGg=,False@,G/131/S,IGPEEXHI-1t,138.0,False,0.0,0.0,0.0,0.0,0.0,,False
087F6_01,RWFydGg=,Falsef,F/166/S,IGPEEXHI-1t,135.0,False,12.0,687.0,46.0,2.0,0.0,Teryla Leodger603,False
08M77_01,RXVyb3Bh,Truej,C/30/P,55 Rpcrgx t,133.0,False,0.0,0.0,0.0,0.0,0.0,Hallus Covetive549,True
